time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Long1,Long2,Long3,Long4,Short
2023-12-12,41232,42071,40649,41458,31771.729729729734,27961.288571428504,44738.061714285606,55922.57714285701,83883.86571428551,139806.4428571425,223690.30857142803,363496.75142857054,587187.0599999985,19972.34897959179,17475.805357142814,13980.644285714252,10754.341758241731,0,0,0,0,0
2023-12-13,41483,43440,40589,42888,31922.360360360366,28036.568571428503,44858.50971428561,56073.137142857006,84109.7057142855,140182.8428571425,224292.54857142802,364475.39142857055,588767.9399999985,20026.120408163217,17522.855357142813,14018.284285714251,10783.295604395578,0,0,0,0,0
2023-12-14,42899,43409,41509,43031,32075.360360360366,28112.005714285646,44979.209142857035,56224.01142857129,84336.01714285693,140560.02857142824,224896.04571428517,365456.0742857134,590352.1199999986,20080.004081632604,17570.003571428526,14056.002857142823,10812.309890109864,0,0,0,0,0
2023-12-15,43047,43082,41664,41925,32218.75675675676,28184.354285714217,45094.96685714275,56368.70857142843,84553.06285714265,140921.77142857108,225474.83428571373,366396.6057142848,591871.4399999985,20131.681632653013,17615.221428571385,14092.177142857108,10840.136263736236,0,0,0,0,0
2023-12-16,41926,42676,41639,42246,32364.30630630631,28257.834285714216,45212.534857142746,56515.66857142843,84773.50285714265,141289.17142857108,226062.67428571373,367351.8457142848,593414.5199999985,20184.167346938728,17661.146428571385,14128.917142857108,10868.397802197775,0,0,0,0,0
2023-12-17,42228,42364,41266,41345,32501.621621621627,28328.49142857136,45325.58628571418,56656.98285714272,84985.47428571408,141642.4571428568,226627.93142857088,368270.38857142767,594898.3199999986,20234.63673469383,17705.3071428571,14164.24571428568,10895.5736263736,0,0,0,0,0
2023-12-18,41337,42732,40513,42650,32636.072072072075,28402.711428571365,45444.338285714184,56805.42285714273,85208.1342857141,142013.55714285682,227221.69142857092,369235.2485714278,596456.9399999987,20287.65102040812,17751.694642857103,14201.355714285683,10924.119780219755,0,0,0,0,0
2023-12-19,42664,43456,41794,42258,32770.82882882883,28475.81999999993,45561.31199999989,56951.63999999986,85427.45999999979,142379.09999999966,227806.55999999944,370185.6599999991,597992.2199999986,20339.87142857138,17797.387499999957,14237.909999999965,10952.238461538434,0,0,0,0,0
2023-12-20,42257,44291,42207,43665,32930.58558558559,28552.437142857074,45683.89942857132,57104.87428571415,85657.31142857122,142762.18571428536,228419.4971428566,371181.68285714195,599601.1799999985,20394.597959183626,17845.27321428567,14276.218571428537,10981.706593406567,0,0,0,0,0
2023-12-21,43667,44240,43305,43873,33093.42342342343,28629.714285714217,45807.54285714275,57259.428571428434,85889.14285714265,143148.57142857107,229037.71428571374,372186.2857142848,601223.9999999986,20449.795918367297,17893.571428571384,14314.857142857109,11011.428571428545,0,0,0,0,0
2023-12-22,43871,44409,43430,44002,33256.774774774785,28707.005714285646,45931.209142857035,57414.01142857129,86121.01714285693,143535.02857142824,229656.04571428517,373191.0742857134,602847.1199999986,20505.004081632607,17941.878571428526,14353.502857142823,11041.156043956018,0,0,0,0,0
2023-12-23,44011,44027,43347,43733,33416.801801801805,28783.542857142787,46053.66857142846,57567.085714285575,86350.62857142836,143917.71428571394,230268.3428571423,374186.05714285624,604454.3999999985,20559.673469387708,17989.714285714243,14391.771428571394,11070.59340659338,0,0,0,0,0
2023-12-24,43730,43954,42700,43033,33571.882882882885,28857.58285714279,46172.13257142846,57715.16571428558,86572.74857142837,144287.91428571395,230860.6628571423,375148.57714285626,606009.2399999986,20612.55918367342,18035.98928571424,14428.791428571394,11099.070329670303,0,0,0,0,0
2023-12-25,43015,43807,42771,43591,33732.31531531532,28933.045714285647,46292.87314285704,57866.09142857129,86799.13714285694,144665.22857142822,231464.36571428517,376129.5942857134,607593.9599999986,20666.46122448975,18083.153571428527,14466.522857142823,11128.094505494479,0,0,0,0,0
2023-12-26,43587,43605,41639,42510,33883.324324324334,29004.657142857075,46407.45142857132,58009.31428571415,87013.97142857123,145023.2857142854,232037.2571428566,377060.542857142,609097.7999999985,20717.61224489791,18127.91071428567,14502.328571428538,11155.637362637337,0,0,0,0,0
2023-12-27,42511,43698,42121,43473,34038.53153153154,29077.637142857075,46524.21942857132,58155.27428571415,87232.91142857123,145388.18571428538,232621.0971428566,378009.282857142,610630.3799999986,20769.740816326484,18173.52321428567,14538.818571428537,11183.706593406567,0,0,0,0,0
2023-12-28,43468,43812,42288,42583,34188.75675675677,29145.437142857078,46632.69942857133,58290.874285714155,87436.31142857124,145727.18571428538,233163.49714285662,378890.682857142,612054.1799999987,20818.169387755057,18215.898214285673,14572.718571428539,11209.78351648349,0,0,0,0,0
2023-12-29,42587,43128,41306,42072,34334.45945945946,29208.697142857072,46733.915428571316,58417.394285714145,87626.09142857122,146043.48571428537,233669.57714285658,379713.06285714195,613382.6399999985,20863.35510204077,18255.435714285668,14604.348571428536,11234.114285714259,0,0,0,0,0
2023-12-30,42069,42599,41529,42148,34481.414414414416,29269.234285714218,46830.77485714275,58538.468571428435,87807.70285714265,146346.17142857108,234153.87428571374,380500.0457142848,614653.9199999985,20906.5959183673,18293.271428571385,14634.617142857109,11257.397802197776,0,0,0,0,0
2023-12-31,42148,42867,41976,42258,34635.4954954955,29330.299999999937,46928.4799999999,58660.599999999875,87990.89999999982,146651.49999999968,234642.3999999995,381293.8999999992,615936.2999999986,20950.214285714243,18331.43749999996,14665.149999999969,11280.884615384592,0,0,0,0,0
2024-01-01,42258,44192,42188,44187,34800.74774774775,29396.0085714285,47033.6137142856,58792.017142857,88188.0257142855,146980.0428571425,235168.068571428,382148.1114285705,617316.1799999985,20997.148979591788,18372.50535714281,14698.00428571425,11306.157142857115,0,0,0,0,0
2024-01-02,44187,45922,44167,44970,34969.61261261262,29464.11142857136,47142.578285714175,58928.22285714272,88392.33428571408,147320.5571428568,235712.89142857087,383033.44857142767,618746.3399999986,21045.793877550972,18415.0696428571,14732.05571428568,11332.350549450523,0,0,0,0,0
2024-01-03,44972,45510,41454,42865,35116.78378378379,29527.525714285646,47244.04114285704,59055.05142857129,88582.57714285694,147637.62857142824,236220.20571428517,383857.8342857134,620078.0399999985,21091.08979591832,18454.703571428527,14763.762857142823,11356.740659340632,0,0,0,0,0
2024-01-04,42863,44795,42656,44186,35275.15315315316,29593.525714285646,47349.641142857035,59187.05142857129,88780.57714285694,147967.62857142824,236748.20571428517,384715.8342857134,621464.0399999985,21138.23265306118,18495.953571428527,14796.762857142823,11382.125274725247,0,0,0,0,0
2024-01-05,44195,44366,42500,44184,35433.82882882883,29654.97142857136,47447.95428571418,59309.94285714272,88964.91428571408,148274.8571428568,237239.77142857088,385514.62857142766,622754.3999999985,21182.122448979546,18534.357142857098,14827.48571428568,11405.758241758214,0,0,0,0,0
2024-01-06,44189,44253,43440,43999,35591.16216216217,29715.588571428503,47544.94171428561,59431.17714285701,89146.76571428552,148577.9428571425,237724.70857142803,386302.65142857056,624027.3599999986,21225.42040816322,18572.242857142814,14857.794285714252,11429.072527472501,0,0,0,0,0
2024-01-07,43988,44500,43636,43944,35745.882882882885,29776.23714285708,47641.97942857133,59552.47428571416,89328.71142857125,148881.1857142854,238209.89714285664,387091.082857142,625300.9799999987,21268.740816326488,18610.148214285673,14888.11857142854,11452.398901098877,0,0,0,0,0
2024-01-08,43936,47281,43213,46995,35924.090090090096,29845.01714285708,47752.02742857133,59690.03428571416,89535.05142857124,149225.0857142854,238760.13714285663,387985.22285714204,626745.3599999987,21317.869387755058,18653.135714285672,14922.50857142854,11478.852747252722,0,0,0,0,0
2024-01-09,47012,47897,44903,46124,36095.22522522524,29912.122857142793,47859.39657142847,59824.245714285586,89736.36857142838,149560.61428571396,239296.98285714234,388857.59714285634,628154.5799999987,21365.80204081628,18695.076785714245,14956.061428571396,11504.662637362611,0,0,0,0,0
2024-01-10,46103,47751,44304,46681,36276.468468468476,29979.628571428508,47967.40571428562,59959.257142857015,89938.88571428553,149898.14285714255,239837.02857142806,389735.1714285706,629572.1999999987,21414.020408163222,18737.267857142815,14989.814285714254,11530.626373626348,0,0,0,0,0
2024-01-11,46678,49048,45600,46360,36454.65765765766,30046.342857142794,48074.14857142847,60092.68571428559,90139.02857142838,150231.71428571397,240370.74285714235,390602.4571428563,630973.1999999987,21461.67346938771,18778.964285714246,15023.171428571397,11556.28571428569,0,0,0,0,0
2024-01-12,46343,46516,41509,42778,36600.558558558565,30102.614285714222,48164.18285714276,60205.228571428444,90307.84285714266,150513.0714285711,240820.91428571378,391333.9857142849,632154.8999999986,21501.867346938732,18814.133928571388,15051.307142857111,11577.928571428547,0,0,0,0,0
2024-01-13,42772,43246,42440,42843,36750.06306306307,30159.21428571422,48254.74285714276,60318.42857142844,90477.64285714267,150796.0714285711,241273.71428571377,392069.78571428487,633343.4999999986,21542.2959183673,18849.508928571388,15079.60714285711,11599.697802197777,0,0,0,0,0
2024-01-14,42834,43060,41704,41715,36888.96396396397,30210.55428571422,48336.88685714276,60421.10857142844,90631.66285714266,151052.7714285711,241684.43428571377,392737.20571428485,634421.6399999986,21578.96734693873,18881.596428571385,15105.27714285711,11619.443956043931,0,0,0,0,0
2024-01-15,41701,43324,41680,42493,37035.67567567569,30266.731428571366,48426.770285714185,60533.46285714273,90800.1942857141,151333.65714285683,242133.85142857092,393467.5085714278,635601.3599999987,21619.09387755098,18916.707142857103,15133.365714285683,11641.050549450525,0,0,0,0,0
2024-01-16,42483,43566,42056,43131,37186.75675675677,30323.885714285654,48518.21714285705,60647.77142857131,90971.65714285696,151619.42857142826,242591.08571428523,394210.5142857135,636801.5999999987,21659.918367346898,18952.428571428532,15161.942857142827,11663.032967032943,0,0,0,0,0
2024-01-17,43128,43187,42172,42738,37328.30630630632,30378.179999999942,48605.08799999991,60756.359999999884,91134.53999999983,151890.8999999997,243025.43999999954,394916.33999999927,637941.7799999987,21698.69999999996,18986.362499999963,15189.089999999971,11683.915384615362,0,0,0,0,0
2024-01-18,42738,42871,40600,41283,37457.78378378379,30428.994285714223,48686.39085714276,60857.98857142845,91286.98285714266,152144.97142857112,243431.9542857138,395576.9257142849,639008.8799999987,21734.995918367305,19018.121428571387,15214.497142857112,11703.459340659316,0,0,0,0,0
2024-01-19,41250,42152,40258,41628,37589.87387387388,30480.977142857086,48769.56342857134,60961.95428571417,91442.93142857126,152404.88571428542,243847.8171428567,396252.70285714214,640100.5199999989,21772.126530612204,19050.610714285678,15240.488571428543,11723.452747252724,0,0,0,0,0
2024-01-20,41622,41854,41428,41673,37713.099099099105,30533.385714285654,48853.41714285705,61066.77142857131,91600.15714285696,152666.92857142826,244267.08571428523,396934.0142857135,641201.0999999987,21809.561224489753,19083.366071428532,15266.692857142827,11743.609890109867,0,0,0,0,0
2024-01-21,41658,41849,41485,41560,37839.702702702714,30586.594285714225,48938.55085714276,61173.18857142845,91759.78285714268,152932.97142857112,244692.7542857138,397625.7257142849,642318.4799999987,21847.567346938733,19116.62142857139,15293.297142857113,11764.074725274702,0,0,0,0,0
2024-01-22,41555,41649,39437,39528,37948.648648648654,30634.494285714223,49015.19085714276,61268.98857142845,91903.48285714266,153172.47142857112,245075.9542857138,398248.4257142849,643324.3799999987,21881.78163265302,19146.558928571387,15317.247142857112,11782.497802197779,0,0,0,0,0
2024-01-23,39515,40133,38505,39868,38057.45945945947,30681.96857142851,49091.149714285624,61363.93714285702,92045.90571428553,153409.84285714256,245455.7485714281,398865.5914285706,644321.3399999987,21915.69183673465,19176.23035714282,15340.984285714256,11800.75714285712,0,0,0,0,0
2024-01-24,39849,40515,39461,40074,38171.486486486494,30730.862857142794,49169.380571428475,61461.72571428559,92192.58857142838,153654.31428571398,245846.90285714236,399501.21714285633,645348.1199999987,21950.61632653057,19206.789285714247,15365.431428571397,11819.562637362613,0,0,0,0,0
2024-01-25,40074,40278,39531,39916,38279.306306306324,30782.617142857078,49252.18742857133,61565.234285714156,92347.85142857123,153913.08571428538,246260.93714285662,400174.02285714203,646434.9599999987,21987.583673469344,19239.135714285672,15391.308571428539,11839.468131868107,0,0,0,0,0
2024-01-26,39929,42233,39808,41818,38404.05405405406,30840.27142857137,49344.4342857142,61680.54285714274,92520.8142857141,154201.35714285684,246722.17142857096,400923.5285714278,647645.6999999988,22028.76530612241,19275.169642857105,15420.135714285685,11861.642857142835,0,0,0,0,0
2024-01-27,41817,42187,41396,42124,38531.90090090091,30898.14571428565,49437.03314285704,61796.2914285713,92694.43714285694,154490.72857142825,247185.1657142852,401675.89428571344,648861.0599999987,22070.10408163261,19311.34107142853,15449.072857142824,11883.902197802172,0,0,0,0,0
2024-01-28,42126,42824,41629,42026,38661.91891891893,30955.965714285656,49529.54514285705,61911.93142857131,92867.89714285696,154779.82857142828,247647.72571428525,402427.55428571353,650075.2799999987,22111.404081632612,19347.478571428535,15477.982857142828,11906.140659340637,0,0,0,0,0
2024-01-29,42027,43305,41804,43305,38805.25225225226,31017.437142857085,49627.89942857134,62034.87428571417,93052.31142857125,155087.1857142854,248139.49714285668,403226.6828571421,651366.1799999988,22155.31224489792,19385.898214285677,15508.718571428542,11929.783516483494,0,0,0,0,0
2024-01-30,43302,43853,42692,42946,38950.04504504505,31076.679999999942,49722.68799999991,62153.359999999884,93230.03999999983,155383.3999999997,248613.43999999954,403996.83999999927,652610.2799999987,22197.628571428533,19422.924999999963,15538.339999999971,11952.569230769208,0,0,0,0,0
2024-01-31,42945,43738,42264,42558,39092.405405405414,31128.75428571423,49806.00685714277,62257.50857142846,93386.26285714269,155643.77142857114,249030.03428571383,404673.805714285,653703.8399999988,22234.82448979588,19455.471428571393,15564.377142857114,11972.59780219778,0,0,0,0,0
2024-02-01,42548,43263,41859,43071,39238.387387387396,31184.61142857137,49895.37828571419,62369.22285714274,93553.83428571411,155923.05714285685,249476.89142857096,405399.94857142784,654876.8399999988,22274.72244897955,19490.382142857106,15592.305714285685,11994.081318681296,0,0,0,0,0
2024-02-02,43075,43451,42538,43183,39385.486486486494,31237.7628571428,49980.42057142848,62475.5257142856,93713.28857142839,156188.814285714,249902.1028571424,406090.9171428564,655993.0199999987,22312.687755102,19523.601785714247,15618.8814285714,12014.524175824154,0,0,0,0,0
2024-02-03,43183,43352,42876,42994,39528.009009009016,31290.202857142798,50064.32457142848,62580.405714285596,93870.6085714284,156451.014285714,250321.62285714239,406772.6371428564,657094.2599999987,22350.144897959144,19556.37678571425,15645.101428571399,12034.693406593384,0,0,0,0,0
2024-02-04,42991,43097,42243,42570,39654.60360360361,31342.41428571423,50147.86285714277,62684.82857142846,94027.24285714269,156712.07142857113,250739.31428571383,407451.38571428496,658190.6999999988,22387.438775510163,19589.00892857139,15671.207142857114,12054.774725274703,0,0,0,0,0
2024-02-05,42568,43515,42244,42659,39782.990990991,31393.317142857086,50229.30742857134,62786.63428571417,94179.95142857125,156966.58571428544,251146.5371428567,408113.1228571421,659259.6599999988,22423.797959183634,19620.823214285676,15696.658571428543,12074.352747252726,0,0,0,0,0
2024-02-06,42657,43366,42521,43092,39916.00000000001,31446.57999999994,50314.527999999904,62893.15999999988,94339.73999999982,157232.8999999997,251572.63999999952,408805.5399999992,660378.1799999988,22461.842857142816,19654.112499999963,15723.28999999997,12094.838461538438,0,0,0,0,0
2024-02-07,43093,44389,42764,44346,40056.65765765766,31504.174285714227,50406.67885714277,63008.348571428454,94512.52285714269,157520.87142857115,252033.39428571382,409554.26571428496,661587.6599999988,22502.98163265302,19690.10892857139,15752.087142857114,12116.990109890086,0,0,0,0,0
2024-02-08,44342,45587,44325,45300,40197.30630630632,31565.205714285657,50504.32914285705,63130.411428571315,94695.61714285697,157826.0285714283,252521.64571428526,410347.6742857135,662869.3199999988,22546.575510204042,19728.253571428533,15782.602857142829,12140.463736263713,0,0,0,0,0
2024-02-09,45299,48201,45252,47161,40352.567567567574,31633.697142857083,50613.91542857134,63267.39428571417,94901.09142857125,158168.4857142854,253069.57714285667,411238.06285714207,664307.6399999987,22595.49795918363,19771.060714285675,15816.848571428542,12166.80659340657,0,0,0,0,0
2024-02-10,47156,48186,46894,47770,40512.639639639645,31704.008571428512,50726.41371428562,63408.017142857025,95112.02571428554,158520.04285714257,253632.0685714281,412152.11142857064,665784.1799999988,22645.720408163226,19815.005357142818,15852.004285714256,12193.849450549427,0,0,0,0,0
2024-02-11,47770,48601,47593,48313,40649.927927927936,31774.725714285654,50839.56114285705,63549.45142857131,95324.17714285696,158873.62857142827,254197.80571428523,413071.4342857135,667269.2399999987,22696.232653061183,19859.203571428534,15887.362857142827,12221.048351648327,0,0,0,0,0
2024-02-12,48313,50333,47720,49937,40794.25225225226,31850.27999999994,50960.44799999991,63700.55999999988,95550.83999999982,159251.3999999997,254802.23999999953,414053.6399999992,668855.8799999987,22750.19999999996,19906.424999999963,15925.13999999997,12250.107692307669,0,0,0,0,0
2024-02-13,49937,50385,48325,49720,40931.387387387396,31926.23428571423,51081.97485714277,63852.46857142846,95778.70285714269,159631.17142857114,255409.87428571383,415041.045714285,670450.9199999988,22804.45306122445,19953.896428571392,15963.117142857114,12279.320879120856,0,0,0,0,0
2024-02-14,49728,52093,49267,51844,41090.65765765766,32006.834285714234,51210.934857142776,64013.66857142847,96020.50285714271,160034.17142857116,256054.67428571387,416088.84571428504,672143.519999999,22862.024489795884,20004.271428571396,16003.417142857117,12310.320879120858,0,0,0,0,0
2024-02-15,51841,52884,51364,51942,41253.14414414415,32088.194285714228,51341.11085714277,64176.388571428455,96264.58285714268,160440.97142857115,256705.55428571382,417146.525714285,673852.0799999988,22920.138775510164,20055.12142857139,16044.097142857114,12341.613186813163,0,0,0,0,0
2024-02-16,51935,52600,51615,52161,41415.936936936945,32173.342857142798,51477.348571428476,64346.685714285595,96520.0285714284,160866.714285714,257386.74285714238,418253.4571428564,675640.1999999988,22980.95918367343,20108.339285714246,16086.671428571399,12374.362637362614,0,0,0,0,0
2024-02-17,52163,52210,50647,51664,41570.22522522524,32257.105714285655,51611.36914285705,64514.21142857131,96771.31714285696,161285.52857142827,258056.84571428524,419342.37428571354,677399.2199999988,23040.78979591833,20160.691071428533,16128.552857142828,12406.579120879098,0,0,0,0,0
2024-02-18,51661,52393,51196,52130,41729.099099099105,32341.96857142852,51747.14971428563,64683.93714285704,97025.90571428556,161709.8428571426,258735.74857142815,420445.59142857074,679181.3399999989,23101.406122448945,20213.730357142824,16170.98428571426,12439.21868131866,0,0,0,0,0
2024-02-19,52155,52496,51694,51789,41883.405405405414,32425.917142857088,51881.46742857134,64851.834285714176,97277.75142857127,162129.58571428544,259407.3371428567,421536.92285714217,680944.2599999988,23161.369387755065,20266.19821428568,16212.958571428544,12471.506593406571,0,0,0,0,0
2024-02-20,51776,53015,50770,52275,42035.072072072086,32511.84571428566,52018.95314285706,65023.69142857132,97535.53714285698,162559.2285714283,260094.76571428528,422653.9942857136,682748.7599999988,23222.74693877547,20319.90357142854,16255.92285714283,12504.556043956023,0,0,0,0,0
2024-02-21,52272,52397,50611,51843,42187.378378378395,32597.95714285709,52156.731428571344,65195.91428571418,97793.87142857126,162989.78571428545,260783.6571428567,423773.44285714213,684557.0999999988,23284.25510204078,20373.72321428568,16298.978571428544,12537.675824175803,0,0,0,0,0
2024-02-22,51857,52049,50921,51253,42336.26126126127,32686.202857142805,52297.92457142849,65372.40571428561,98058.60857142841,163431.01428571402,261489.62285714244,424920.6371428565,686410.259999999,23347.287755102006,20428.876785714252,16343.101428571403,12571.616483516464,0,0,0,0,0
2024-02-23,51252,51507,50519,50743,42477.315315315325,32773.41142857137,52437.4582857142,65546.82285714275,98320.23428571412,163867.05714285688,262187.291428571,426054.34857142786,688241.6399999988,23409.579591836697,20483.382142857106,16386.705714285687,12605.15824175822,0,0,0,0,0
2024-02-24,50738,51683,50581,51562,42626.11711711712,32861.822857142804,52578.91657142849,65723.64571428561,98585.46857142841,164309.11428571402,262894.58285714244,427203.6971428564,690098.2799999989,23472.73061224486,20538.639285714253,16430.911428571402,12639.162637362617,0,0,0,0,0
2024-02-25,51564,51958,51282,51722,42776.387387387396,32946.21999999995,52713.951999999925,65892.4399999999,98838.65999999986,164731.09999999974,263569.7599999996,428300.85999999935,691870.619999999,23533.014285714253,20591.387499999968,16473.109999999975,12671.623076923057,0,0,0,0,0
2024-02-26,51738,54969,50909,54524,42948.549549549556,33032.834285714234,52852.534857142775,66065.66857142847,99098.50285714271,165164.17142857116,264262.6742857139,429426.84571428504,693689.519999999,23594.881632653025,20645.521428571396,16516.417142857117,12704.936263736243,0,0,0,0,0
2024-02-27,54534,57615,54500,57068,43141.5945945946,33125.171428571375,53000.2742857142,66250.34285714275,99375.51428571413,165625.85714285687,265001.371428571,430627.22857142787,695628.5999999989,23660.83673469384,20703.23214285711,16562.585714285688,12740.450549450528,0,0,0,0,0
2024-02-28,57065,64000,56724,62512,43374.19819819821,33234.154285714234,53174.646857142776,66468.30857142847,99702.4628571427,166170.77142857117,265873.2342857139,432044.0057142851,697917.239999999,23738.681632653024,20771.346428571396,16617.077142857117,12782.367032967013,0,0,0,0,0
2024-02-29,62512,63684,60365,61161,43588.990990991,33337.328571428516,53339.725714285625,66674.65714285703,100011.98571428555,166686.64285714258,266698.6285714281,433385.27142857073,700083.8999999989,23812.37755102037,20835.830357142822,16668.664285714258,12822.049450549428,0,0,0,0,0
2024-03-01,61161,63265,60801,62444,43816.846846846856,33437.26571428566,53499.62514285706,66874.53142857132,100311.79714285699,167186.3285714283,267498.1257142853,434684.4542857136,702182.5799999989,23883.76122448976,20898.29107142854,16718.63285714283,12860.486813186793,0,0,0,0,0
2024-03-02,62433,62488,61645,62042,44041.67567567569,33537.44285714281,53659.908571428496,67074.88571428561,100612.32857142843,167687.21428571403,268299.54285714246,435986.7571428565,704286.299999999,23955.316326530577,20960.901785714253,16768.721428571404,12899.016483516463,0,0,0,0,0
2024-03-03,62034,63249,61402,63142,44281.82882882884,33637.694285714235,53820.31085714278,67275.38857142847,100913.0828571427,168188.47142857118,269101.5542857139,437290.02571428503,706391.5799999989,24026.924489795885,21023.558928571394,16818.847142857117,12937.574725274706,0,0,0,0,0
2024-03-04,63140,68577,62376,68359,44577.27927927928,33753.53428571423,54005.65485714277,67507.06857142846,101260.60285714269,168767.67142857116,270028.27428571385,438795.945714285,708824.2199999988,24109.66734693874,21095.958928571392,16876.767142857116,12982.12857142855,0,0,0,0,0
2024-03-05,68359,69210,59313,63796,44810.78378378379,33855.259999999944,54168.41599999991,67710.51999999989,101565.77999999982,169276.29999999973,270842.07999999955,440118.37999999925,710960.4599999988,24182.328571428534,21159.537499999962,16927.629999999972,13021.253846153824,0,0,0,0,0
2024-03-06,63815,67645,62843,66120,45080.64864864865,33966.11714285709,54345.78742857135,67932.23428571418,101898.35142857127,169830.58571428544,271728.9371428567,441559.52285714215,713288.4599999989,24261.512244897924,21228.82321428568,16983.058571428544,13063.891208791187,0,0,0,0,0
2024-03-07,66124,68061,65623,66941,45353.76576576577,34076.39714285709,54522.235428571345,68152.79428571418,102229.19142857127,170381.98571428543,272611.1771428567,442993.16285714216,715604.3399999988,24340.28367346935,21297.74821428568,17038.198571428544,13106.306593406573,0,0,0,0,0
2024-03-08,66928,70184,66264,68285,45639.30630630631,34192.94571428566,54708.713142857065,68385.89142857133,102578.837142857,170964.7285714283,273543.5657142853,444508.29428571364,718051.8599999989,24423.53265306119,21370.59107142854,17096.47285714283,13151.132967032947,0,0,0,0,0
2024-03-09,68285,68685,68053,68463,45918.91891891892,34309.98571428566,54895.97714285707,68619.97142857133,102929.95714285699,171549.92857142832,274479.8857142853,446029.8142857136,720509.6999999989,24507.13265306119,21443.74107142854,17154.99285714283,13196.148351648331,0,0,0,0,0
2024-03-10,68464,69999,68196,69026,46203.117117117115,34427.19142857137,55083.5062857142,68854.38285714274,103281.57428571412,172135.95714285685,275417.531428571,447553.4885714278,722971.0199999989,24590.851020408125,21516.994642857106,17213.595714285686,13241.227472527451,0,0,0,0,0
2024-03-11,69013,72910,67120,72118,46530.68468468468,34555.694285714235,55289.110857142776,69111.38857142847,103667.0828571427,172778.47142857118,276445.5542857139,449224.02571428503,725669.5799999989,24682.638775510168,21597.308928571394,17277.847142857117,13290.651648351628,0,0,0,0,0
2024-03-12,72105,73054,68636,71473,46837.43243243243,34681.9828571428,55491.172571428484,69363.9657142856,104045.9485714284,173409.914285714,277455.8628571424,450865.7771428564,728321.6399999988,24772.844897959145,21676.239285714248,17340.9914285714,13339.224175824154,0,0,0,0,0
2024-03-13,71473,73679,71340,73121,47160.13513513513,34809.891428571376,55695.8262857142,69619.78285714275,104429.67428571414,174049.45714285687,278479.131428571,452528.5885714279,731007.7199999989,24864.20816326527,21756.18214285711,17404.945714285688,13388.41978021976,0,0,0,0,0
2024-03-14,73130,73794,68555,71371,47463.06306306306,34933.69714285709,55893.915428571345,69867.39428571418,104801.09142857126,174668.48571428546,279469.5771428567,454138.0628571422,733607.6399999988,24952.640816326493,21833.56071428568,17466.848571428545,13436.037362637342,0,0,0,0,0
2024-03-15,71387,72415,65569,69516,47748.71171171171,35050.95428571423,56081.52685714277,70101.90857142846,105152.8628571427,175254.77142857114,280407.63428571384,455662.405714285,736070.0399999989,25036.395918367307,21906.846428571393,17525.477142857115,13481.136263736242,0,0,0,0,0
2024-03-16,69505,70069,64780,65248,47999.05405405405,35156.03714285709,56249.65942857134,70312.07428571417,105468.11142857125,175780.18571428544,281248.2971428567,457028.4828571421,738276.7799999989,25111.455102040778,21972.523214285677,17578.018571428544,13521.552747252725,0,0,0,0,0
2024-03-17,65245,68867,64522,68352,48279.342342342345,35270.79714285709,56433.275428571345,70541.59428571418,105812.39142857127,176353.98571428546,282166.3771428567,458520.3628571422,740686.7399999988,25193.426530612207,22044.24821428568,17635.398571428545,13565.691208791188,0,0,0,0,0
2024-03-18,68344,68902,66585,67613,48547.576576576575,35384.502857142805,56615.20457142849,70769.00571428561,106153.50857142842,176922.51428571402,283076.02285714244,459998.53714285645,743074.5599999989,25274.644897959148,22115.314285714252,17692.251428571402,13609.424175824155,0,0,0,0,0
2024-03-19,67603,68123,61447,61897,48764.0990990991,35480.8428571428,56769.34857142848,70961.6857142856,106442.52857142841,177404.214285714,283846.7428571424,461250.95714285644,745097.6999999988,25343.459183673433,22175.52678571425,17740.4214285714,13646.478021978,0,0,0,0,0
2024-03-20,61919,68168,60760,67872,49035.747747747744,35594.23999999995,56950.78399999992,71188.4799999999,106782.71999999984,177971.19999999972,284753.9199999996,462725.1199999993,747479.0399999989,25424.457142857107,22246.399999999965,17797.119999999974,13690.092307692286,0,0,0,0,0
2024-03-21,67842,68249,64537,65485,49276.99099099099,35701.194285714235,57121.91085714278,71402.38857142847,107103.5828571427,178505.97142857118,285609.5542857139,464115.52571428503,749725.0799999989,25500.853061224454,22313.246428571394,17850.597142857117,13731.228571428552,0,0,0,0,0
2024-03-22,65477,66631,62332,63807,49496.207207207204,35803.69714285709,57285.915428571345,71607.39428571418,107411.09142857126,179018.48571428546,286429.5771428567,465448.0628571422,751877.6399999988,25574.069387755066,22377.31071428568,17901.848571428545,13770.652747252727,0,0,0,0,0
2024-03-23,63812,66027,63016,64001,49712.53153153153,35906.64571428566,57450.633142857056,71813.29142857132,107719.93714285697,179533.2285714283,287253.1657142853,466786.39428571356,754039.5599999989,25647.604081632617,22441.653571428535,17953.32285714283,13810.24835164833,0,0,0,0,0
2024-03-24,64007,67613,63807,67188,49939.585585585584,36017.63999999995,57628.22399999992,72035.2799999999,108052.91999999984,180088.19999999975,288141.1199999996,468229.3199999993,756370.4399999989,25726.88571428568,22511.024999999965,18008.819999999974,13852.93846153844,0,0,0,0,0
